更新时间,#genre#
2025/09/11-12:33,http://8.138.7.223/tv/shtv.php?id=xwzh
📺央视频道,#genre#
CCTV-1,https://stream.iptv-search.com/iptv_test/main.php?id=CCTV1&t=1757403106&token=da2bbd16dd0ff8c19c1e57005d5d389d
CCTV-1,https://stream.iptv-search.com/iptv_test/main.php?id=CCTV1&t=1757401893&token=613690409c508718dbf3440fea3d5fa6
CCTV-1,http://k.061899.xyz/m.php?id=cctv1&key=txiptv&playlive=1&authid=0
CCTV-1,http://gfr.x3322.net:9901/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://gfr.x3322.net:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,https://60.191.56.186:8888/hls/1/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://106.52.196.79:80/TV/mui.php?id=cctv1&key=txiptv&playlive=1&authid=0
CCTV-1,http://60.29.124.66:6080/hls/12/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://221.226.51.220:50081/newlive/live/hls/1/live.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://171.118.76.58:9003/hls/1/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://221.205.204.69:9003/hls/1/index.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://106.111.244.182:60001/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://106.52.196.79:80/TV/mui.php?id=cctv1
CCTV-1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://171.118.76.58:9003/hls/1/index.m3u8
CCTV-1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8
CCTV-1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://221.2.148.205:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
